,Store Name,State,City,Address,Estimated Population,Per Capita Income,Malls,buyers count,potential location,Norm_Potential,Norm_Stores,Priority Index
475,"Zudio - Lahoti Landmark, Latur",Maharashtra,Latur,"Lahoti Landmark, Opp. Shoppers Stop, Ganj Golai, Surajmal Road, Latur - 413512",245196,310000,1,122598,17.8,0.179074447,1,-0.820925553
476,"Zudio - Fiona, Dombivli",Maharashtra,Mumbai,"Fiona, Swaminarayan City- F Wing, Retibundar Road, Mothagaon, Mumbai - 421202",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
477,"Zudio - Infinity Mall, Malad",Maharashtra,Mumbai,"Lower Ground Floor, New Link Road, Near Malad Depot, Mindspace, Malad West , Mumbai - 400064",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
478,"ZUDIO ÃÂ Samaved Arcade, Nallasopara",Maharashtra,Mumbai,"Samved Arcade, Sri prastha road No.01, Near Fun Fiesta, Nallasopara (West) Palghar , Mumbai - 401203",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
479,"ZUDIO - TRIVENI GRANDE, MUMBAI",Maharashtra,Mumbai,"H Wing, Near Don Bosco School, D.B. Chowk, Adharwadi Jail Road, Kalyan , Mumbai - 421301",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
480,"ZUDIO - Janki Legacy, Mira Road - Mumbai",Maharashtra,Mumbai,"Billding Janki Legacy, 12, Ramdev Park, Mira Road East, Thane, Mumbai - 401107, Mumbai - 401107",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
481,"Zudio - Second Avenue, Mumbai",Maharashtra,Mumbai,"Second Avenue, Subhash Nagar, MIDC, Andheri East, Mumbai - 400093",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
482,"ZUDIO - Yashwant Orchid, Nalasopara",Maharashtra,Mumbai,"Yashwant Orchid, Opp Tulinj Police station, Central park Road, Nallasopara East, Mumbai - 401209",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
483,"Zudio - Utopia Garden Grove Mall, Borivali",Maharashtra,Mumbai,"Starbazar Bazaar, Utopia Garden Grove Mall, Village Eksar, Chikoowadi, Borivali West, Mumbai - 400092",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
484,"ZUDIO - Harmony Arcade, Bhiwandi",Maharashtra,Mumbai,"Ground floor, Shop No. 5 & 6, 1st Floor, Unit No. 106, Kongaon, Saravali, Mumbai - 421311",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
485,"ZUDIO - Phoenix Market City Mall, Mumbai",Maharashtra,Mumbai,"L.B.S Marg, Kurla (W), Mumbai - 400070",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
486,"ZUDIO - Metro Mall, Kalyan",Maharashtra,Mumbai,"Metro Junction Mall, Netivali, Lokgram, Kalyan-Shilphata Road, Kalyan, Mumbai - 421306",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
487,"Zudio - CFC Building, Vasai",Maharashtra,Mumbai,"CFC Building, 1 A, At Gokhle, Rajprabha Industrial Estate Bhoidapada, Sativali Road, Mumbai - 401208",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
488,"ZUDIO - Sai plaza, Bhayandar",Maharashtra,Mumbai,"ZUDIO - Mumbai, Bhayandar Opp. ICICI Bank, New Golden Nest Road, Mumbai - 401105",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
489,"Zudio - Gold Crest 369, Virar",Maharashtra,Mumbai,"Gold Crest 369,Opp DMart,Virar West, Mumbai - 401303",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
490,"Zudio - Malad, Mumbai",Maharashtra,Mumbai,"Navy Colony, Kanchpada, Near Khwaishh Presidency Hotel,Synergy, Malad (West), Mumbai - 400064",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
491,"ZUDIO - Asmita Super Market, Mira Road",Maharashtra,Mumbai,"Asmita Super Market, Station Road,Opp. HDFC Bank, Sector 11, Naya Nagar, Mira Road, Mumbai - 401107",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
492,"Zudio - Der Deutsche Parkz, Mumbai",Maharashtra,Mumbai,"Der Deutsche Parkz, Subhash Nagar Road, Nahur West, Industrial area, Next to Classic Marble, Bhandup (W), Mumbai - 400078",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
493,"Zudio - Sumer Life, Mumbai",Maharashtra,Mumbai,"Sumer Life, Chandivali Farm Road, Opposite Nahar Amrit Shakti, Near Kherani Baug, Yadav Nagar, Chandivali, Mumbai - 400072",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
494,"ZUDIO ÃÂ¢ÃÂÃÂ POONAM ESTATE, MIRA BHAYANDAR",Maharashtra,Mumbai,"Cluster 2, Building 4, 5, 6, Unit No. 3, Poonam Estate, Mira Bhayandar, Mumbai - 401107",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
495,"ZUDIO - Boisar, Mumbai",Maharashtra,Mumbai,"Doshi Associates, P 183, MIDC, Boisar, Mumbai - 401501",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
496,"ZUDIO - Yashprabha CHS, Mumbai",Maharashtra,Mumbai,"Yashprabha CHS, Kastur Park Road, Shimpoli, Borivali West, Mumbai - 400092",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
497,"Zudio - Brijwasi Excellentia, Mumbai",Maharashtra,Mumbai,"Brijwasi Excellentia, Sonawala Road, Goregaon East, Mumbai - 400063",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
498,"Zudio - Crystal Point Mall, Mumbai",Maharashtra,Mumbai,"Starbazar Crystal Point Mall, New Link Road, Andheri (W), Mumbai - 400058",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
499,"Zudio - Grand Galleria, Mumbai",Maharashtra,Mumbai,"Starbazar Plot No CFC 1, Avenue N, Opp Yazoo park, Virar west, Mumbai - 401303",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
500,"ZUDIO - Xperia Lodha Mall, Mumbai",Maharashtra,Mumbai,"1st Floor, Kalyan Shilphata Road, Palava, Dombivali, Mumbai - 421204",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
501,"Zudio - Sunrise Plaza, Vasai",Maharashtra,Mumbai,"Phase 2, Sunrise Plaza, Behind Mc DonaldÃÂ¢ÃÂÃÂs, Suyog Nagar, Sandor, Mumbai - 401202",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
502,"Zudio - Regency Antilia, Ulhasnagar",Maharashtra,Mumbai,"Regency Antilia Camiliya, Ahilyanagar - Kalyan Road, Shahad, Mumbai - 421103",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
503,"Zudio - Skystar Ghodawat, Goregaon",Maharashtra,Mumbai,"119-407, Swami Vivekananda Road, Jawahar Nagar, Goregaon West, Mumbai - 400104",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
504,"Zudio - Tech Web Center, Mumbai",Maharashtra,Mumbai,"New Link Road, Anand Nagar, Jogeshwari West, Mumbai - 400102",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
505,"ZUDIO - R-city Mall Ghatkopar, Mumbai",Maharashtra,Mumbai,"R - City Mall, 3rd Floor, L.B.S Marg, Amrut Nagar, Ghatkopar West, Mumbai - 400086",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
506,"Zudio - Shiv Solitare Garment Hub, Mumbai",Maharashtra,Mumbai,"Ground Floor Unit No. 5 - 14, & First Floor Unit No. 105 to 115, Shiv Solitaire Garment Hub, Caves Rd, Subhash Nagar, Jogeshwari East, Mumbai - 400060",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
507,"ZUDIO - Marol Andheri, Mumbai",Maharashtra,Mumbai,"Ground Floor Time Square, Andheri- Kurla Road, Gamdevi, Marol, Andheri East, Mumbai - 400059",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
508,"Zudio - Chavan Advaitam, Kalyan",Maharashtra,Mumbai,"Ultimate Body Building Gym, Near Gajanan Maharaj Mandir, Bhoirwadi, Mumbai - 421301",3085411,310000,1,1542705.5,46.8,0.47082495,1,-0.52917505
509,"Zudio - Dhobi Bungalow Compound, Nagpur",Maharashtra,Nagpur,"245, East High Court Road, Civil Lines, Nagpur - 440001",2405421,310000,1,1202710.5,52.8,0.531187123,1,-0.468812877
510,"ZUDIO - Medical Chowk, Nagpur",Maharashtra,Nagpur,"Plot No. 41, Dahipura, Untkhana, Opposite Trillium Mall (VR Mall), Medical Chowk, Nagpur - 440009",2405421,310000,1,1202710.5,52.8,0.531187123,1,-0.468812877
511,"ZUDIO - Landmark Complex, Nagpur",Maharashtra,Nagpur,"5 & 6, Wardha Road, below Big Bazar, Ramdaspeth, Nagpur - 440012",2405421,310000,1,1202710.5,52.8,0.531187123,1,-0.468812877
512,"ZUDIO - Jayanti Nagari, Nagpur",Maharashtra,Nagpur,"Kh. No. 82/1, 82/2, & 82/3, Besa Pipla Road, Manewada, Nagpur - 440034",2405421,310000,1,1202710.5,52.8,0.531187123,1,-0.468812877
513,"ZUDIO - Kadbi Chowk, Nagpur",Maharashtra,Nagpur,"Govindam Apartment, Beside MSEB Office, Nagpur - 440004",2405421,310000,1,1202710.5,52.8,0.531187123,1,-0.468812877
514,"ZUDIO - VIPL, Nagpur",Maharashtra,Nagpur,"IT Park Road, Gayatri Nagar, Pratap Nagar, Next to Big Bazar, Nagpur - 440022",2405421,310000,1,1202710.5,52.8,0.531187123,1,-0.468812877
515,"Zudio - Rana House Complex, Nagpur",Maharashtra,Nagpur,"Rana House, Nagpur - 440010",2405421,310000,1,1202710.5,52.8,0.531187123,1,-0.468812877
516,"Zudio - Limbanna Tower, Nagpur",Maharashtra,Nagpur,"Shop No 33, Mount Road, Near The Rise And Grind, Sadar, Nagpur - 440001",2405421,310000,1,1202710.5,52.8,0.531187123,1,-0.468812877
517,"ZUDIO - Vinayak Towers, Nagpur",Maharashtra,Nagpur,"Canal Road, Nandanvan, Nagpur - 440024",2405421,310000,1,1202710.5,52.8,0.531187123,1,-0.468812877
518,"ZUDIO - Burbon Plaza, Nanded",Maharashtra,Nanded,"Burbon Plaza, Opp Shri Guru Gobindsinghji Blood bank, Govardhanghat road, Nanded - 431601",913898,310000,1,456949,39,0.392354125,1,-0.607645875
519,"ZUDIO - Kalika Plaza, Nashik",Maharashtra,Nashik,"Opposite Kalika Mandir, Old Agra Road, Nashik - 422002",1486053,310000,1,743026.5,32,0.32193159,1,-0.67806841
520,"ZUDIO ÃÂ¢ÃÂÃÂ SHRADDHA MALL, NASHIK",Maharashtra,Nashik,"Starbazar College Road, Nashik - 422005",1486053,310000,1,743026.5,32,0.32193159,1,-0.67806841
521,"Zudio - Ashok Tower, Nashik",Maharashtra,Nashik,"Ashok Tower, Sope Estate, Near Navshya Ganpati Temple, Gangapur, Nashik - 422013",1486053,310000,1,743026.5,32,0.32193159,1,-0.67806841
522,"ZUDIO - Shivalik Synergy, Nashik",Maharashtra,Nashik,"Shivalik Synergy, Pathardi Phata, S No.32, Ground Floor, Unit No:1,2,3, Opposite Shell Petrol Pump, Nashik - 422010",1486053,310000,1,743026.5,32,0.32193159,1,-0.67806841
523,"Zudio - Dindori Road, Mhasrul, Nashik",Maharashtra,Nashik,"Plot No 1 and 2, Shop No 234, Dindori Road, Sneha Nagar, Mhasrul, Nashik, Nashik - 422004",1486053,310000,1,743026.5,32,0.32193159,1,-0.67806841
524,"Zudio - Aarya Square, Nashik",Maharashtra,Nashik,"Survey no. 854, Plot no 1 & 3, Aarya Square, Ashoka Marg, Nashik - 422011",1486053,310000,1,743026.5,32,0.32193159,1,-0.67806841
525,"ZUDIO - Asmita Business Center, Nashik",Maharashtra,Nashik,"Shantai Hospital, Satpur Colony, Samta Nagar, Satpur Colony, Nashik - 422012",1486053,310000,1,743026.5,32,0.32193159,1,-0.67806841
526,"Zudio - The Exchange, Nashik",Maharashtra,Nashik,"Near Bytco Hospital, Opp. Muktidham Temple, Deolali, Road, Nashik Road, Nashik - 422214",1486053,310000,1,743026.5,32,0.32193159,1,-0.67806841
527,"ZUDIO - Burkule Hall, Nashik",Maharashtra,Nashik,"Plot No.10, Survey No. 302/1, Ambad, Uttam Nagar Rd, Incom Tax Colony, Nashik - 422010",1486053,310000,1,743026.5,32,0.32193159,1,-0.67806841
528,"Zudio - One Luxuria, Navi Mumbai",Maharashtra,Navi Mumbai,"Plot No 38-39, Ground & 1st Floor, Koparkhairane Ghansoli Station Road, Near Koparkhairane Station, Kopar Khairane, Navi Mumbai - 400709",1120547,310000,1,560273.5,28.4,0.285714286,1,-0.714285714
529,"ZUDIO ÃÂ¢ÃÂÃÂ GHANSOLI, NAVI MUMBAI",Maharashtra,Navi Mumbai,"Starbazar Trishul Gold Coast, C-5, Bipex Rd, Sector 9, Ghansoli, Navi Mumbai - 400701",1120547,310000,1,560273.5,28.4,0.285714286,1,-0.714285714
530,"Zudio - Fairmount, Navi Mumbai",Maharashtra,Navi Mumbai,"Starbazar Fairmount, Sector 17, Plot No. 4 & 6, Sanpada, Navi Mumbai - 400705",1120547,310000,1,560273.5,28.4,0.285714286,1,-0.714285714
531,"ZUDIO - PRAJAPATI OPAL, PANVEL",Maharashtra,Navi Mumbai,"Shop No. 3 to 7 Ground & First Floor Opp. Rajiv Gandhi Maidan, Sector No. 10, Navi Mumbai - 410206",1120547,310000,1,560273.5,28.4,0.285714286,1,-0.714285714
532,"ZUDIO - Mayuresh Square, Navi Mumbai",Maharashtra,Navi Mumbai,"Shop no 6,7 & 8, Plot no 17 Sector 15 CBD Belapur, Navi Mumbai - 400614",1120547,310000,1,560273.5,28.4,0.285714286,1,-0.714285714
533,"Zudio - Haware'S Centurion Mall, Navi Mumbai",Maharashtra,Navi Mumbai,"Haware Centurion Mall, G-26A, G-26D, G-26E, Plot No. 88-91, Sector 19A, Nerul, Navi Mumbai - 400706",1120547,310000,1,560273.5,28.4,0.285714286,1,-0.714285714
534,"Zudio - Mahavir Astha, Navi Mumbai",Maharashtra,Navi Mumbai,"Mahavir Astha, Plot No. 2, Near Utsav Circle, Sector 7, Kharghar, Navi Mumbai - 410210",1120547,310000,1,560273.5,28.4,0.285714286,1,-0.714285714
535,"Zudio - Shree Saheba, Navi Mumbai",Maharashtra,Navi Mumbai,"Shree Saheba, Jui Kamothe sector 36, Panvel, Navi Mumbai - 410209",1120547,310000,1,560273.5,28.4,0.285714286,1,-0.714285714
536,"Zudio - Kamdhenu Commercial, Navi Mumbai",Maharashtra,Navi Mumbai,"Starbazar Kamdhenu commercial, Plot no.2, Sector 14, Kharghar, Navi Mumbai - 410210",1120547,310000,1,560273.5,28.4,0.285714286,1,-0.714285714
537,"ZUDIO - INORBIT MALL, NAVI MUMBAI",Maharashtra,Navi Mumbai,"1st Floor, Sector 30A, Vashi, Navi Mumbai - 400705",1120547,310000,1,560273.5,28.4,0.285714286,1,-0.714285714
538,"ZUDIO - Centonic, Navi Mumbai",Maharashtra,Navi Mumbai,"Plot No - 18, Sector - 19D, Palm Beach Road, Vashi, Navi Mumbai - 400703",1120547,310000,1,560273.5,28.4,0.285714286,1,-0.714285714
539,"ZUDIO - KANCHAN BUSINESS HUB, PALGHAR",Maharashtra,Palghar,"Kuldeep Nagar, Dadra And Nagar Haveli, Palghar - 401404",68930,310000,1,34465,58.2,0.585513078,1,-0.414486922
540,"ZUDIO - RKL BUSINESS CENTRE, PUNE",Maharashtra,Pune,"Kokane Chowk, Nisarg Nirmitee, Pimple Saudagar, Pimpri-Chinchwad, Pune - 411027",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
541,"ZUDIO - KUMAR PALLADIUM PLAZA, PUNE",Maharashtra,Pune,"Shop No- 6 GAT. NO 1331, Opp. HP Petrol Pump, Nagar Road, Wagholi , Pune - 412207",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
542,"ZUDIO - TALEGAON DABHADE, PUNE",Maharashtra,Pune,"Starbazar, The Pinnacle, Survey No 393/A/2, Plot No. A1, Near Naiknavare Neelaya, Talegaon Dabhade , Pune - 410506",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
543,"Zudio - Pink City Road, Pune",Maharashtra,Pune,"Survey No 186/11/6, Kaspate Wasti Road, Shankar Kalate Nagar, Wakad , Pune - 411057",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
544,"ZUDIO - Purna Nagar, Pune",Maharashtra,Pune,"Starbazar, Privia Naimish, Plot No 31+32, Sector CDC, Spine Road, Near Aastha Hospital, Purna Nagar, Chikhali, PCMC , Pune - 41101",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
545,"Zudio - Vardhaman Riddhi, Pune",Maharashtra,Pune,"Vardhaman Riddhi Sr.No 48/4/1, Near Tamboli Enterprises, Old Mundhwa Rd, Ganesh Nagar, Wadgaon Sheri, Pune - 411014",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
546,"Zudio - Salunke Vihar, Pune",Maharashtra,Pune,"Survey No 69, 1/3A, Salunke Vihar Road, Opposite to Mr DIY, Wanowrie, Pune - 411048",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
547,"Zudio - AG Landmark, Pune",Maharashtra,Pune,"SY No 47/2, Hinjawadi-Wakad Road, Pimpri Chinchwad , Pune - 411057",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
548,"Zudio - AG Business Park, Pune",Maharashtra,Pune,"Unit No 1 & 105, Baner Road, Pallod Farms II, Nankude Vasti, Aundh, Pune - 411045",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
549,"ZUDIO - Gadia, Pune",Maharashtra,Pune,"Starbazar Gr. Floor, Bldg.: Golden East, Survey No: 2/5, Near Mahatma Phule, Cultural Hall, Wanowrie, Pune - 411040",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
550,"ZUDIO - Wakad, Maharashtra",Maharashtra,Pune,"Starbazar Zudio, Yash One central Survey No. 173/2/2B/2, 173/2/2B/3, 173/2/2B/4, Datta Mandir Road, Datta Nagar, Wakad, Pune - 411057",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
551,"ZUDIO - Le Skylark, Pune",Maharashtra,Pune,"Beside D-mart, Karve Nagar, Pune - 411052",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
552,"Zudio - Sai Paradise, Pimpri-Chinchwad",Maharashtra,Pune,"Shop No. 6 to 9, Sai Paradise, Punawale, Pune - 411033",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
553,"ZUDIO - Aero Mall, Pune",Maharashtra,Pune,"Infront of Pune International Airport Gate No. 1 Lohegaon, Pune - 411032",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
554,"Zudio - Spire 1, Pune",Maharashtra,Pune,"Spire 1, 139 (P), Pune - 411004",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
555,"Zudio - Highway Center Mall, Pune",Maharashtra,Pune,"Highway Center, Sr. No. 1148/2+3, Plot No. 19 CH Plot 2, 3, 4, 5,Pune Nagar Road, Pune - 412210",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
556,"ZUDIO - AMANORA MALL, PUNE",Maharashtra,Pune,"Amnora Park Town, Hadapsar Road, Pune - 411028",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
557,"ZUDIO, Golden Court, Pune",Maharashtra,Pune,"Starbazar Survey No. 12 & 13, Hills & Dales, Undri, Pune - 411027",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
558,"ZUDIO - KOREGAON PARK, PUNE",Maharashtra,Pune,"Lane Number 5&6, Meera Nagar Path, Ashok Chakra Society, Liberty Phase 2, Ragvilas Society, Koregaon Park, Pune - 411001",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
559,"ZUDIO - Pimple Nilakh, Chinchwad",Maharashtra,Pune,"Starbazar Survey No 13/1/1-4, New DP Road, Near Sathe Patil Petrol Pump, Pimple Nilakh, Pimpri-Chinchwad, Pune - 411027",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
560,"ZUDIO - Ven Business Square, Pune",Maharashtra,Pune,"S/N - 131/1, Plot No - 2, Ground Floor, Pashan, Pune Baner Pashan Link Road, Pune - 411021",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
561,Zudio - Ashwakash Spaces,Maharashtra,Pune,"Ashwakash Spaces, 254, Solapur - Pune Hwy, Loni - Kolbhor, Pune - 412201",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
562,"ZUDIO - Moshi, Pune",Maharashtra,Pune,"Near Seasons Banquet, Laksmi Chowk, MIDC, Moshi Road, Chikhali, Pune - 411062",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
563,"Zudio - 24 Proxima, Pune",Maharashtra,Pune,"Plot No-87/1/5, Sector-1, 24 Proxima, Lakshmi Road, Indrayani Nagar, Bhosari, Pradhikaran, Pune - 411039",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
564,"Zudio - Amar Business Zone, Pune",Maharashtra,Pune,"Amar Business Zone, Swati Park, Veerbhadra Nagar, Pune - 411007",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
565,"Zudio - Kale Building, Pune",Maharashtra,Pune,"Kale Building, 253 Narayan Peth, Laxmi Road, Pune - 411030",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
566,"Zudio - Cello Platina, Pune",Maharashtra,Pune,"Cello Platina, C.T.S No. 1183, Shivaji Nagar, Pune - 411005",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
567,"ZUDIO - Kumar Pacific Mall, Pune",Maharashtra,Pune,"Shankar Seth Road, Gultekdi, Pune - 411042",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
568,"ZUDIO - 93 Avenue, Pune",Maharashtra,Pune,"Kalubai Chowk, Near Fatima Junction, Wanowrie, Opposite Croma, Pune - 411022",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
569,"Zudio - Seasons Mall, Pune",Maharashtra,Pune,"Starbazar Seasons Mall Magarpatta City, Hadapsar, Pune - 411028",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
570,"Zudio - MIDC, Pimpri Chinchwad",Maharashtra,Pune,"Starbazar MIDC, D-III Block, Plot No 91, Opp.Greaves Limited, Mumbai Pune Road, Pune - 411019",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
571,"Zudio - Wagholi, Pune",Maharashtra,Pune,"Starbazar Sarswati market, Wagholi, Kesnand fata, Pune - 412207",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
572,"Zudio - Skyways Esfera, Pune",Maharashtra,Pune,"Skyways 284, Porwal road, Lohegaon, Pune - 411047",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
573,"Zudio - Grand High Street Mall, Pune",Maharashtra,Pune,"Starbazar Shop no .7, GF, Global Highstreet, Survey No.234 1-4,6,7, 235 6- 9,245/ 1to 3, Village Hinjewadi, Taluka Mulshi,, Pune - 411057",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
574,"Zudio - Landge Bhosari, Pune",Maharashtra,Pune,"SN. 94/1/A, Laxmi Road, Indrayani Nagar, Bhosari, Pune - 411039",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
575,"Zudio ÃÂ¢ÃÂÃÂ One Place, Pune",Maharashtra,Pune,"Fergusson College Road, Above MC DonaldÃÂ¢ÃÂÃÂs, Sud Nagar, Shivajinagar, Pune - 411005",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
576,"Zudio - Fursungi Bhekrai Road, Pune",Maharashtra,Pune,"Unit 1, Fursungi Bhekrai Road, Bhekrai Nagar, Pune - 412308",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
577,"Zudio - Tejwani Golden Arcade, Pune",Maharashtra,Pune,"Street No 66, Katraj Kondhwa Road, Shomji Chowk, Near HP Petrol Pump, Kondhwa, Pune - 411048",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
578,"ZUDIO - Montvert Kingstown, Pune",Maharashtra,Pune,"S. No.265 (Part), 272/2, Bhugaon, Pune - 412115",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
579,"ZUDIO - Malpani Multiplex Mall, Sangamner",Maharashtra,Sangamner,"Old Nashik Highway, Ghulewadi , Sangamner - 422605ÃÂ ",5049968,310000,1,2524984,81,0.814889336,1,-0.185110664
580,"ZUDIO - Brij Arcade, Sangli",Maharashtra,Sangli,"Brij Arcade, C.S No.14373, Opposite Pattanshetti Honda, Madhavnagar Road, Sangli - 416416",502793,310000,1,251396.5,76,0.764587525,1,-0.235412475
581,"Zudio - KP Arena, Shegaon",Maharashtra,Shegaon,"Khamgaon Road, Opposite Hotel Athwan, Rokadiya Nagar, Shegaon - 444203",156116,310000,1,78058,69.8,0.70221328,1,-0.29778672
582,"Zudio - Shakuntala Complex, Shirpur",Maharashtra,Shirpur,"Plot No 6,7,8, Sr No 8/2, Karvand Road, Varvade, Shirpur - 425405",16890,310000,1,8445,34.2,0.344064386,1,-0.655935614
583,"ZUDIO - THE LANDMARK, SOLAPUR",Maharashtra,Solapur,"CTC 222, Civil Lines, Opp. Sip & Bites Hotel Vikas Nagar, Chowk, Solapur - 413003",951558,310000,1,475779,35,0.352112676,1,-0.647887324
584,"ZUDIO - Solapur, Maharashtra",Maharashtra,Solapur,"Starbazar 162/3 Jamshri Realty Ltd, Jamshri Compound, Opp. Indhradhanu Township Marriaai Chowk, Solapur - 413001",951558,310000,1,475779,35,0.352112676,1,-0.647887324
585,"ZUDIO - Korum Mall, Thane",Maharashtra,Thane,"Eastern Express Highway, Samata Nagar, Thane - 400606",1841488,310000,1,920744,93,0.935613682,1,-0.064386318
586,"Zudio - Konark Business Centre, Ulhasnagar",Maharashtra,Thane,"Konark Business Centre, Follower Lane Road, Thane - 421003",1841488,310000,1,920744,93,0.935613682,1,-0.064386318
587,"Zudio - Coco Mansion, Thane",Maharashtra,Thane,"Starbazar, Coco Mansion, Survey No 84, Ghodbunder Road, Ovala, Kasarvadavali, Thane - 400615",1841488,310000,1,920744,93,0.935613682,1,-0.064386318
588,"ZUDIO ÃÂ¢ÃÂÃÂ R-MALL, THANE",Maharashtra,Thane,"R Mall, Village-Chitalsar, Manpada, Taluka-Petha, Ghodbunder Road, Thane - 400607",1841488,310000,1,920744,93,0.935613682,1,-0.064386318
589,"ZUDIO - Booker Kolshet Road, Thane",Maharashtra,Thane,"Starbazar Booker Wholesale Compound, 5/A, Ghodbundar Road, Opp.Wonder Mall, behind Bank of Baroda, Thane - 400607",1841488,310000,1,920744,93,0.935613682,1,-0.064386318
590,"Zudio - Prabhat Plaza, Thane",Maharashtra,Thane,"Opposite MLD High School, Shivaji Path, Thane - 400601",1841488,310000,1,920744,93,0.935613682,1,-0.064386318
591,"ZUDIO ÃÂ¢ÃÂÃÂ EMERALD PLAZA, THANE",Maharashtra,Thane,"Starbazar Hiranandani Meadows, Block No. 4, 1 st floor, 102 & 103, Gladys Alvares Road, Pokhran road 2, Thane - 400610",1841488,310000,1,920744,93,0.935613682,1,-0.064386318
592,"ZUDIO - M Square IT Park, Thane",Maharashtra,Thane,"Plot No. A-241 & A-242, Road No. 33, Ambica Nagar, Wagle Industrial Estate, Thane - 400604",1841488,310000,1,920744,93,0.935613682,1,-0.064386318
593,"Zudio - Wardha City Center, Wardha",Maharashtra,Wardha,"Ground and First Floor, Wardha-Akoli Road, Opposite Gharkul Hardware, Chichala , Wardha - 442001",1841488,310000,1,920744,93,0.935613682,1,-0.064386318
